date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:30	2228/2228	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202018%2017:50:50%20GMT	http://themexriver.com/tfhtml/finance-top/assets/images/logo.png	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/assets/images/logo.png	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:31	50696/50696	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:40:12%20GMT	http://themexriver.com/tfhtml/finance-top/index-2.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/index-2.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:31	52025/52025	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:08:50%20GMT	http://themexriver.com/tfhtml/finance-top/index-3.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/index-3.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:32	49368/49368	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:09:54%20GMT	http://themexriver.com/tfhtml/finance-top/index-4.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/index-4.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:32	47943/47943	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jan%202018%2020:34:30%20GMT	http://themexriver.com/tfhtml/finance-top/index-5.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/index-5.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:32	49444/49444	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jan%202018%2020:34:20%20GMT	http://themexriver.com/tfhtml/finance-top/index-6.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/index-6.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:33	47839/47839	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jan%202018%2020:35:10%20GMT	http://themexriver.com/tfhtml/finance-top/index-7.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/index-7.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:33	33350/33350	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:05:32%20GMT	http://themexriver.com/tfhtml/finance-top/about.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/about.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:33	31571/31571	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:15:42%20GMT	http://themexriver.com/tfhtml/finance-top/services.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/services.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:34	25278/25278	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:14:06%20GMT	http://themexriver.com/tfhtml/finance-top/service-single-finance.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/service-single-finance.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:34	25277/25277	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:14:46%20GMT	http://themexriver.com/tfhtml/finance-top/service-single-management.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/service-single-management.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:35	25270/25270	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:15:12%20GMT	http://themexriver.com/tfhtml/finance-top/service-single-vc.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/service-single-vc.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:35	25279/25279	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:14:34%20GMT	http://themexriver.com/tfhtml/finance-top/service-single-investment.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/service-single-investment.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:35	25278/25278	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:14:24%20GMT	http://themexriver.com/tfhtml/finance-top/service-single-insurance.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/service-single-insurance.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:36	25272/25272	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2017:41:38%20GMT	http://themexriver.com/tfhtml/finance-top/service-single-mutual.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/service-single-mutual.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:36	22049/22049	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:07:04%20GMT	http://themexriver.com/tfhtml/finance-top/case-studies.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/case-studies.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
17:28:36	25659/25659	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jan%202018%2018:07:18%20GMT	http://themexriver.com/tfhtml/finance-top/case-study-single.html	C:/My%20Web%20Sites/vini/themexriver.com/tfhtml/finance-top/case-study-single.html	(from http://themexriver.com/tfhtml/finance-top/index.html)
